Text,Labels
Elizabeth's place is just as advertised and she offers recommendations for the neighborhood. The amenities were wonderful and it was easy to communicate with her. I definitely recommend Elizabeth as a host and this property. ,host
We were in LA for a getaway weekend and really enjoyed our stay here. There are cool shops and restaurants around the neighborhood and the place was exactly as described. The best part without a doubt is the pool for us to relax in when we felt like just taking it easy. Would definitely consider staying here again next time weâre in town!,location
The best part of Williamâs place is the jacuzzi in the yard. He allowed us to use them even when we checked in late because of our tight schedule. Very relaxing after a long day.,location
William was a great host! He really helped us out last minute and we had a lovely stay. His space is small but comfortable and has everything you need for a good sleep. Great location and beautiful backyard space.,location
Well worth it. Loved it.,price
William was just the friendlies host. We really loved the outside area with the pool and hot tub. It's a very quiet neighborhood yet close to all the good stuff around.,location
Amazing place. The oasis is beautiful. The hot tub is amazing. They have two beautiful cats that roam around the back yard and are very friendly. Plenty of street parking. Close to everything. Awesome place!,location
"You won't find a better value in LA. The hosts are 100% non-intrusive but always a quick text away. Location is 15 min drive from everything and was perfect. Having a in room washer and dryer was incredibly handy.  Amazing place, quiet, secure and overall worth every penny.",price
"This cozy cottage is well located in a great neighbourhood. Easy walk to many great places to explore and many cafes and restaurants.  Easy to get to major freeways and other parts of LA by car.  If the weather is nice and you have some down time the outdoor space is beautiful, relaxing and the pool and hot tub are a real bonus.",location
Had a great stay at William's place. Very convenient and comfortable!,location
Good location...beautiful pool and jacuzzi. William was communicative host and was very accommodating. Extra bonus...cute cats! Parking can be tricky during the week but thats been my experience throughout LA.,location
"William is a great host, fast response and overall a cool person",clean
Wonderful pool space.,location
"We enjoyed our stay at Los Felis. Location wise it was perfect, parking was plentiful and the garden is just spectacular. We loved chilling in the jacuzzi after spending all day exploring.<br/><br/>The neighbourhood is quiet and the garden felt private. In comparison to the garden the cottage felt worn out and it could do with a little renovation. Having said that there was plenty of useful amenities including a great coffee machine and phone chargers.",location
